Rating,Date,Body,Sentiment
5,2023-09-21,Me gusta la aplicación y es fácil de utilizar,positive
1,2023-09-21,Se actualiza y ya no me.gusta su función,negative
1,2023-09-21,La aplicación no está funcionando,negative
1,2023-09-21,Se les cae el sistema no puedo abrir la aplicación,negative
1,2023-09-21,"Esta Fallando La Aplicación Al Momento De Transferir Se Vuelve A Regresar El Dinero, Atiendan El Problema Por Favor",negative
1,2023-09-21,"No abre rápido la aplicación, ni puede actualizarse, muy mala",negative
5,2023-09-21,Nesesito que. Sean más fácil para mí ias trasferencia de BanCoppel,neutral
1,2023-09-21,"Muy mala, no me deja entrar",negative
5,2023-09-21,bien Muy bien,positive
1,2023-09-21,La verdad no le daria ni una estrella porque tiene un pésimo servicio he asistido 4 veces ala sucursal para que me chequen lo de mi aplicación y no queda,negative
5,2023-09-21,Muy buena,positive
1,2023-09-21,Muchas fallas no me permite realizar ningún movimiento desde su actualización,negative
1,2023-09-21,Es una porquería d app,negative
1,2023-09-21,"Cambie mi equipo, y no me deja entrar me dice que ay un problema con mi equipo y falla mucho",negative
3,2023-09-21,No puedo dar de alta cuentas y transferir desde hace una semana.,negative
1,2023-09-20,"Pésima aplicación con la actualización esta más lenta, me saca de la aplicación y de lo este haciendo dentro de la aplicación.",negative
5,2023-09-20,Un trato muy bueno,positive
3,2023-09-20,"La app falla muy seguido, y solicita actualizaciónes casi cada semana",negative
1,2023-09-20,SIEMPRE TIENE FALLAS,negative
5,2023-09-20,Muy Buena atencion al publico,positive
1,2023-09-20,"Su app dice que mis datos no son correctos, fui a la sucursal y a un haci sigue diciendo lo mismo y no se abre.",negative
5,2023-09-20,Buena,positive
5,2023-09-20,Excelente,positive
5,2023-09-20,Muy buena app facil de usar y eficiente??,positive
1,2023-09-20,"Mala, por que nonpuedo hacer ninguna reclamación desde la app",negative
5,2023-09-20,Exelente,positive
1,2023-09-20,"Pésima, por más que se intenta un registro no lo permite, solo marca error",negative
1,2023-09-20,"Llevo días intentando acceder a mi app y dice que hay un error, que lo están solucionando. Necesito accesar a mi información y utilizar la aplicación, qué solución le están dando si el problema lleva días, cada vez falla más constante ?? sinceramente estoy pensando en cambiar de banco y mover mi cuenta",negative
1,2023-09-20,"Mensaje dice: App próximo dejará de funcionar, tengo android 11 Redmi 9a",negative
3,2023-09-20,"Ya es más fácil acceder, bien",neutral
5,2023-09-20,Muy bien,positive
5,2023-09-20,"No tengo ninguna queja, todo bien hasta hoy",positive
1,2023-09-20,"Un asco, me aparece un mensaje de que mis datos no coinciden y que espere a las 9am pero pasan dias y sigue igual, ya acudí a sucursal y no dan solución",negative
1,2023-09-20,Permite me informe de mi Estado de cuenta de mi crédito,negative
5,2023-09-20,Hasta ahorita vamos bien??,positive
1,2023-09-20,"La app esta horrible tuve que actualizar por que lo requería, y ahora no puedo ingresar datos no coinciden no puedo hacer nada ya que bloqueo mis tarjetas desde la app ahora no puedo hacer transferencias ni otras operaciones",negative
4,2023-09-20,Buena app,positive
1,2023-09-20,Aplicación inútil. De que sirve si tengo que ir a una sucursal y los del teléfono afuerza quieren que vaya a sucursal. Pareciera que quiere que nos vayamos a otro banco.,negative
5,2023-09-20,Excelente,positive
5,2023-09-20,Me atienden muy bien. Y rápido. Estoy muy agradecida,positive
4,2023-09-20,Al ingresar dice que el servicio no disponible deben de arreglarlo,mixed
1,2023-09-20,"Batallo mucho con la app falla demasiado y es molesto,nuevamente me pasó y es una lata estar llendo a sucursales solo para que te pase otra vez",negative
1,2023-09-20,Que mala experiencia no me deja entrar en la App y ya ando registrado en la App ya,negative
5,2023-09-20,Excelente,positive
5,2023-09-20,Excelente,positive
4,2023-09-20,Falta las opciones de disponer efectivo con tdc,positive
1,2023-09-20,Mal aplicación,negative
5,2023-09-20,no me deja abrir la aplicacion,mixed
4,2023-09-20,????????????,positive
3,2023-09-20,Ya funciona mejor,positive
5,2023-09-20,No vale verga,mixed
1,2023-09-20,Muy lenta la aplicación y seguido no funciona si ubiese menos calificación se la pondría Muy muy lenta la aplicación,negative
1,2023-09-20,No me deja ingresar :/,negative
1,2023-09-20,Funciona pésimo siempre que la quiero utilizar me pide que desactive mi ubicación y que la vuelva activar y de todos modos no me deja entrar,negative
5,2023-09-20,Excelente,positive
5,2023-09-20,Execelente,positive
1,2023-09-20,Desde las última actualización me pide activar la app directo en un BanCoppel ??,negative
5,2023-09-20,Muy buena aplicación felicidades,positive
5,2023-09-20,Muy buena application y sirbe para muchas compras sin traer effective ademas para retirar nesesita la aprobacion??????,positive
5,2023-09-20,Buena,positive
5,2023-09-20,Excelente,positive
5,2023-09-20,Excelente app muy recomendable,positive
5,2023-09-20,"Excelente y fácil manejo, felicidades",positive
5,2023-09-20,Excelente,positive
5,2023-09-20,Muy rápido y eficiente,positive
5,2023-09-20,Exelente,positive
5,2023-09-20,Mejoras efectivas que agilizan la app. Felicidades!,positive
5,2023-09-20,En todo momento mentó puedo ver mi estado de cuenta y me mandan notificaciones de los depocitos realizados a mi cuenta,mixed
5,2023-09-20,Todo bien,positive
5,2023-09-20,Excelente,positive
1,2023-09-20,Malísima no puede ser que a cada rato te pida la ubicación aún cuando ya la tienes activada. Necesitas abrir la aplicación y simplemente no se puede. Muy mala.,negative
3,2023-09-20,Buena,positive
5,2023-09-20,Atención y muy buena explicación del producto y trató hacia el cliente,mixed
4,2023-09-20,"solo, cuando mando transferencias a otro banco no las mandan.",mixed
5,2023-09-19,Gracias por la app,positive
5,2023-09-19,Excelente,positive
5,2023-09-19,Excelente servicio,positive
1,2023-09-19,Se me olvidó mi contraseña quise cambiarla y ya no deja acudi a la sucursal y nomás pregunté y me dijeron ya no se puede hacer nada no la verdad pésima aplicación,negative
3,2023-09-19,"La actualizaron y ahora no puedo hacer movientos, ya asisiti a la sucursal pero aun asi sigo en las misma. Estaba mejoe antes.",negative
5,2023-09-19,Buen servicio ??,positive
5,2023-09-19,buena aplicacion .,positive
5,2023-09-19,Muy buena app y segura,positive
5,2023-09-19,"Excelente ,.información y servicios",positive
5,2023-09-19,Muy buena app,positive
1,2023-09-19,Falla muchísimo,negative
5,2023-09-19,Muy servicial coppel para todo,positive
1,2023-09-19,"Con esta última actualización ya no puedo usar la app, para hacer cualquier movimiento me dice que debo activar la app en sucursal, hace unos días la usaba normalmente y todo funcionaba. No se puede contar con esta app mal hecha.",negative
4,2023-09-19,7ku,positive
5,2023-09-19,Exelente Exelente,positive
5,2023-09-19,Muy buena,positive
5,2023-09-19,Bien,positive
1,2023-09-19,Toda una porquería cómo la anterior. Te dice que actualices. Y después te pide ir a la sucursal a activarla. Entonces para qué caramba piden la actualización,negative
5,2023-09-19,bien,positive
2,2023-09-19,Porfavor que lleguen las notificaciones es increíble que no lleguen más que por correo Además de que a cada rato se cae la aplicación,negative
5,2023-09-19,Muy buena y práctica,positive
5,2023-09-19,la mejor de la aplicación que puedes desbloquear y bloquear cuando la acupes,neutral
5,2023-09-19,Buena,positive
5,2023-09-19,Buena,positive
1,2023-09-19,No me gusta No puedo hacer ningún movimiento,negative
1,2023-09-19,¿Y l opción para poner recargas?:(,negative
5,2023-09-19,Es una aplicación muy segura,positive
5,2023-09-19,Muy buena app la recomiendo,positive
5,2023-09-19,Excelente,positive
2,2023-09-19,"Estaba muy agusto con la aplicación, pero últimamente no sirve para nada, solo marca error en la zona horaria, deberían revisar cuando actualicen que realmente sea para mejorar.",negative
4,2023-09-19,Funciona bien cumple con su servicio ??,positive
1,2023-09-19,"No funciona y hay permisos que no deberían de exigir (cámara, micrófono, contactos etc, eso da pie a fraudes, extorsión por parte de los que manejan las aplicaciones",negative
5,2023-09-19,Interesante y practica.,positive
2,2023-09-19,"La aplicaciones buena en lo que ofrece, pero falla mucho y es molesto que ocupas hacer un pago, un tramite o algo y la app no este funcionando.",negative
1,2023-09-19,"Que app tan malísima, no me deja ingresar, la desinstale e instale y ahora que procede?, Volver hacer todo lo que ya había hecho, no hay para iniciar sesión PESIMA, lamento dar una estrella ya que se obliga hacerlo si no ni eso",negative
1,2023-09-19,Me pide que de de alta la app en sucursal. Me dice que no está disponible. Porquería de aplicación!,negative
1,2023-09-19,No funciona la app,negative
4,2023-09-19,Le doy 4 estrellas porque no se puede pedir prestamos en la app como otras aplicaciones,positive
1,2023-09-19,Estaba apunto de pagar en app y resulta que se está restableciendo porque no avisan,negative
4,2023-09-19,Porque no me deja entrar a mi aplicación me dice que la APP bancoppel no está disponible,mixed
1,2023-09-19,"Seguido se les va el sistema, tarda en cargar la aplicación.. muy mal",negative
1,2023-09-19,No hay sistema y nadie te da solución pero para cobrar eso sí son buenos hay están marcando y marcando todo el día,negative
3,2023-09-19,"Es una app regular, el problema es que cuando más necesito de ella se cae y no puedo hacer uso de ella y de una actualización a la fecha se hace muy lemta",negative
1,2023-09-19,"Falla muy seguido y no se puede hacer movimientos,solo se disculpan y ponen su imagen de que lo intente más tarde,",negative
5,2023-09-19,Muy buena aplicación me facilita en todo Lo recomiendo mucho buena experiencia,positive
1,2023-09-19,No sirve ... diario te dice q por el momento no puedes transferir o q la aplicacion no funciona por el momento q esta en matenimiento.. haces retiro sin tarjeta y te dice q el numero no coinside .. y no puedes cobrarlo... le falta mucho para poder ser un banco .. mejor que se dediquen a vender,negative
1,2023-09-19,"Horrible. No puedo entrar, no me deja hacer ningún movimiento. Tendré que cambiarme de banco",negative
1,2023-09-19,"En estos momentos no está disponible la app, y necesito usarla, ¿en que tiempo quedará disponible?",negative
2,2023-09-19,A estado fallando mucho la app,negative
1,2023-09-19,Pésima aplicación. Siempre está en constante actualización y pareciera que la hacen más lenta.,negative
5,2023-09-19,Buena aplicación,positive
5,2023-09-19,"Buena aplicación, excelente servicio",positive
5,2023-09-19,excelente muy buena,positive
3,2023-09-19,Pues ni buena ni mala solo funcional para ser app de un banco le falta mejorar en muchas cosas.,negative
1,2023-09-19,No he podido encontrar los datos de mi cuenta es muy confuso,negative
1,2023-09-19,Falla demaciado,negative
5,2023-09-19,Buena aplicacion,positive
1,2023-09-19,"Es una buena aplicación, sin embargo cuando realizó la actualización quedó sin funcionar y no hay manera en que tenga acceso ya tarde mucho,me urgía hacer un pago en línea, se vuelve más lenta.",negative
1,2023-09-19,NECESITO HACER UNA TRANSFERENCIA CON URGENCIA Y NO MAS NO ME ABRE LA APP,negative
3,2023-09-19,"Aparece que no se puede utilizar que se debe hacer tengo mis cuentas bloquedas no puedo ni hacer compras con la tarjeta, que está pasando??",negative
1,2023-09-19,Cada nada anda fallando muy poco util,negative
1,2023-09-19,Muy pocas veces está en funcionamiento,negative
4,2023-09-19,me podrías ayudar a instalar la aplicación,neutral
5,2023-09-19,Es la mejor aplicación para.trasferir mi dinero ?? la amo,positive
1,2023-09-19,Pésima aplicación y servicio. App obsoleta que no permite hacer nada.,negative
1,2023-09-19,Siempre falla,negative
1,2023-09-19,En mi teléfono dejo de funcionar dice que no es compatible con un oppo A16 digo es un teléfono reciente no es viejo entonces porque no es compatible digo arreglen esos problemas mejor agarra en mi teléfono viejo que pasa ahí por dios chequen ese detalle que varvaros ahora tengo que usar un teléfono de menos categoría porque su app de ustedes no sirve para un teléfono bueno,negative
1,2023-09-19,"Pesima app, falla constantemente, cuando más lo ocupas, se cae el servicio.",negative
1,2023-09-19,Porque hoy no funciona su servicio financiero ni la aplicación y nadie da explicaciones.,negative
1,2023-09-19,"Actualice la app y ahora ya no me deja ni entrar,va de mala en peor se hace cada vez más lenta y deficiente. Opté por otro banco pero en algunas ocasiones ocupo está y hoy justo transfería a esta cuenta para un pago y ya no tengo acceso ???????",negative
1,2023-09-19,Es estrés esta aplicación,mixed
1,2023-09-19,"Debido a situaciones externas la App no funciona, eso no es una explicación razonable sólo es pasarle el problema a alguien más, RESUELVANLO!!",negative
3,2023-09-19,Me gustaría que fuera más rápida pierde uno tiempo esperando que cargue. En cada movimiento que realizó.,neutral
1,2023-09-19,Falla a cada rato y no deja ingresar,negative
1,2023-09-19,"Falla todo tiempo, por lo menos dos veces a la semana no puede abrir, ""por fallas externas"" y me retienen saldo sin razón alguna.",negative
